obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('1027',)",3658619390.98,2,31.261800766,3746541016.2,3746541016.29,3658619390.98,0.0,internal_timestamp,1919.32995605,983689,1449630590,1.9782999754,3.1261800766,34.5904558302,1036.5250048,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1028',)",3658619401.99,2,31.2623996735,3746541016.2,3746541016.29,3658619401.99,0.0,internal_timestamp,1922.38000488,985945,1449630601,1.97759997845,3.12623996735,34.5904267557,1036.53887283,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1029',)",3658619412.97,2,31.2630004883,3746541016.2,3746541016.29,3658619412.97,0.0,internal_timestamp,1925.41003418,974325,1449630612,1.97669994831,3.12630004883,34.5906242054,1036.55285341,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1030',)",3658619423.98,2,31.263999939,3746541016.2,3746541016.29,3658619423.98,0.0,internal_timestamp,1928.45996094,976680,1449630623,1.97669994831,3.1263999939,34.5903404444,1036.56642879,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1031',)",3658619434.98,2,31.2630004883,3746541016.2,3746541016.29,3658619434.98,0.0,internal_timestamp,1931.45996094,978430,1449630634,1.97329998016,3.12630004883,34.5912565033,1036.58115943,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1032',)",3658619445.98,2,31.2609004974,3746541016.2,3746541016.29,3658619445.98,0.0,internal_timestamp,1934.54003906,980500,1449630645,1.96850001812,3.12609004974,34.5922751972,1036.59651308,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1033',)",3658619456.98,2,31.2607002258,3746541016.2,3746541016.29,3658619456.98,0.0,internal_timestamp,1937.5300293,982686,1449630656,1.96710002422,3.12607002258,34.592041993,1036.61003567,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1034',)",3658619467.98,2,31.2590999603,3746541016.2,3746541016.29,3658619467.98,0.0,internal_timestamp,1940.57995605,983148,1449630667,1.96340000629,3.12590999603,34.5925151434,1036.62468103,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1035',)",3658619478.98,2,31.2595005035,3746541016.2,3746541016.29,3658619478.98,0.0,internal_timestamp,1943.61999512,983926,1449630678,1.96239995956,3.12595005035,34.5925697943,1036.63860346,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1036',)",3658619489.98,2,31.2602996826,3746541016.2,3746541016.29,3658619489.98,0.0,internal_timestamp,1946.59997559,984085,1449630689,1.9618999958,3.12602996826,34.5926106275,1036.65217803,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1037',)",3658619500.98,2,31.258600235,3746541016.2,3746541016.29,3658619500.98,0.0,internal_timestamp,1949.66003418,983901,1449630700,1.95729994774,3.1258600235,34.5939200068,1036.66764136,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1038',)",3658619511.99,2,31.2574005127,3746541016.2,3746541016.29,3658619511.99,0.0,internal_timestamp,1952.68994141,987757,1449630711,1.95459997654,3.12574005127,34.5938278598,1036.68162026,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1039',)",3658619522.99,2,31.2576007843,3746541016.2,3746541016.29,3658619522.99,0.0,internal_timestamp,1955.75,988008,1449630722,1.95319998264,3.12576007843,34.594054888,1036.69581776,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1040',)",3658619533.99,2,31.2560997009,3746541016.2,3746541016.29,3658619533.99,0.0,internal_timestamp,1958.72998047,989876,1449630733,1.94869995117,3.12560997009,34.595542147,1036.71104441,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1041',)",3658619544.99,2,31.2542991638,3746541016.2,3746541016.29,3658619544.99,0.0,internal_timestamp,1961.76000977,991836,1449630744,1.94539999962,3.12542991638,34.5953523731,1036.72502309,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1042',)",3658619555.99,2,31.254699707,3746541016.2,3746541016.29,3658619555.99,0.0,internal_timestamp,1964.77001953,992772,1449630755,1.94439995289,3.1254699707,34.5954239657,1036.73881847,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1043',)",3658619566.99,2,31.2537994385,3746541016.2,3746541016.29,3658619566.99,0.0,internal_timestamp,1967.82995605,994091,1449630766,1.9415999651,3.12537994385,34.5957940524,1036.75330667,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1044',)",3658619577.99,2,31.2539997101,3746541016.2,3746541016.29,3658619577.99,0.0,internal_timestamp,1970.86999512,991274,1449630777,1.94040000439,3.12539997101,34.5958185078,1036.76722528,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1045',)",3658619588.99,2,31.2541999817,3746541016.2,3746541016.29,3658619588.99,0.0,internal_timestamp,1973.86999512,990293,1449630788,1.93859994411,3.12541999817,34.5965049969,1036.78156042,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1046',)",3658619599.99,2,31.2500991821,3746541016.2,3746541016.29,3658619599.99,0.0,internal_timestamp,1976.90002441,989521,1449630799,1.93120002747,3.12500991821,34.597868402,1036.79728896,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1047',)",3658619610.99,2,31.2493000031,3746541016.2,3746541016.29,3658619610.99,0.0,internal_timestamp,1979.93005371,990117,1449630810,1.92850005627,3.12493000031,34.5982719194,1036.81165309,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1048',)",3658619621.99,2,31.2495002747,3746541016.2,3746541016.29,3658619621.99,0.0,internal_timestamp,1982.94995117,990720,1449630821,1.92760002613,3.12495002747,34.597986592,1036.8251958,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1049',)",3658619632.99,2,31.2511005402,3746541016.2,3746541016.29,3658619632.99,0.0,internal_timestamp,1985.95996094,991441,1449630832,1.92830002308,3.12511005402,34.5977197759,1036.83849989,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1050',)",3658619643.99,2,31.2525005341,3746541016.2,3746541016.29,3658619643.99,0.0,internal_timestamp,1988.98999023,991381,1449630843,1.92830002308,3.12525005341,34.5979454568,1036.85237156,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1051',)",3658619654.99,2,31.2528991699,3746541016.2,3746541016.29,3658619654.99,0.0,internal_timestamp,1992.01000977,991236,1449630854,1.92700004578,3.12528991699,34.5983332929,1036.86649354,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1052',)",3658619666.0,2,31.2534999847,3746541016.2,3746541016.29,3658619666.0,0.0,internal_timestamp,1995.0300293,4337,1449630866,1.92630004883,3.12534999847,34.5983287281,1036.88022835,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1053',)",3658619677.0,2,31.2532997131,3746541016.2,3746541016.29,3658619677.0,0.0,internal_timestamp,1998.0,2655,1449630877,1.92460000515,3.12532997131,34.5984319884,1036.89395108,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1054',)",3658619688.0,2,31.2511997223,3746541016.2,3746541016.29,3658619688.0,0.0,internal_timestamp,2001.06005859,2846,1449630888,1.91989994049,3.12511997223,34.5993595135,1036.90911853,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1055',)",3658619699.0,2,31.2488002777,3746541016.2,3746541016.29,3658619699.0,0.0,internal_timestamp,2004.06994629,3798,1449630899,1.91489994526,3.12488002777,34.6002639515,1036.92407974,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1056',)",3658619710.0,2,31.2492008209,3746541016.2,3746541016.29,3658619710.0,0.0,internal_timestamp,2007.10998535,4576,1449630910,1.91390001774,3.12492008209,34.6003247305,1036.93799287,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1057',)",3658619721.01,2,31.2495994568,3746541016.2,3746541016.29,3658619721.01,0.0,internal_timestamp,2010.19995117,5136,1449630921,1.91279995441,3.12495994568,34.6004659346,1036.95220706,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1058',)",3658619732.01,2,31.2493991852,3746541016.2,3746541016.29,3658619732.01,0.0,internal_timestamp,2013.19995117,7076,1449630932,1.91100001335,3.12493991852,34.6006626047,1036.96614888,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1059',)",3658619743.01,2,31.248500824,3746541016.2,3746541016.29,3658619743.01,0.0,internal_timestamp,2016.2199707,7002,1449630943,1.90769994259,3.1248500824,34.601594286,1036.98095375,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1060',)",3658619754.01,2,31.2493000031,3746541016.2,3746541016.3,3658619754.01,0.0,internal_timestamp,2019.22998047,8153,1449630954,1.90750002861,3.12493000031,34.6013064939,1036.99435011,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1061',)",3658619765.01,2,31.2497005463,3746541016.2,3746541016.3,3658619765.01,0.0,internal_timestamp,2022.23999023,8599,1449630965,1.90649998188,3.12497005463,34.6013837729,1037.00813697,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1062',)",3658619776.01,2,31.2516002655,3746541016.2,3746541016.3,3658619776.01,0.0,internal_timestamp,2025.2199707,9265,1449630976,1.90729999542,3.12516002655,34.6013979841,1037.02150234,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1063',)",3658619787.01,2,31.2530994415,3746541016.2,3746541016.3,3658619787.01,0.0,internal_timestamp,2028.25,9119,1449630987,1.90779995918,3.12530994415,34.6012152166,1037.03497075,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1064',)",3658619798.01,2,31.2539997101,3746541016.2,3746541016.3,3658619798.01,0.0,internal_timestamp,2031.26000977,9344,1449630998,1.90690004826,3.12539997101,34.6018021352,1037.0491357,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1065',)",3658619809.01,2,31.2523994446,3746541016.2,3746541016.3,3658619809.01,0.0,internal_timestamp,2034.27001953,11600,1449631009,1.90330004692,3.12523994446,34.6021963901,1037.06350166,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1066',)",3658619820.02,2,31.2527999878,3746541016.2,3746541016.3,3658619820.02,0.0,internal_timestamp,2037.25,17930,1449631020,1.90250003338,3.12527999878,34.6020760481,1037.07696091,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1067',)",3658619831.01,2,31.2520008087,3746541016.2,3746541016.3,3658619831.01,0.0,internal_timestamp,2040.25,13072,1449631031,1.8995000124,3.12520008087,34.6028211348,1037.09147777,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1068',)",3658619842.02,2,31.2490997314,3746541016.2,3746541016.3,3658619842.02,0.0,internal_timestamp,2043.30004883,15326,1449631042,1.89390003681,3.12490997314,34.6037328162,1037.10669123,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1069',)",3658619853.01,2,31.2465991974,3746541016.2,3746541016.3,3658619853.01,0.0,internal_timestamp,2046.30004883,14740,1449631053,1.88829994202,3.12465991974,34.6051632357,1037.12208607,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1070',)",3658619864.02,2,31.2464008331,3746541016.2,3746541016.3,3658619864.02,0.0,internal_timestamp,2049.32006836,15897,1449631064,1.88660001755,3.12464008331,34.6052488183,1037.13600337,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1071',)",3658619875.02,2,31.2476005554,3746541016.2,3746541016.3,3658619875.02,0.0,internal_timestamp,2052.30004883,16190,1449631075,1.88709998131,3.12476005554,34.6047240578,1037.14897151,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1072',)",3658619886.02,2,31.2488002777,3746541016.2,3746541016.3,3658619886.02,0.0,internal_timestamp,2055.36010742,17076,1449631086,1.88689994812,3.12488002777,34.6049091321,1037.16294953,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1073',)",3658619897.02,2,31.2502002716,3746541016.2,3746541016.3,3658619897.02,0.0,internal_timestamp,2058.39990234,18135,1449631097,1.88709998131,3.12502002716,34.6049233483,1037.17664852,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1074',)",3658619908.02,2,31.2502002716,3746541016.2,3746541016.3,3658619908.02,0.0,internal_timestamp,2061.39990234,19974,1449631108,1.88549995422,3.12502002716,34.6051576805,1037.19057631,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1075',)",3658619919.05,2,31.2509002686,3746541016.2,3746541016.3,3658619919.05,0.0,internal_timestamp,2064.39990234,54606,1449631119,1.88469994068,3.12509002686,34.6053992291,1037.20440404,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1076',)",3658619930.02,2,31.2518997192,3746541016.2,3746541016.3,3658619930.02,0.0,internal_timestamp,2067.39990234,20668,1449631130,1.88429999352,3.12518997192,34.6055821832,1037.2181324,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1077',)",3658619941.02,2,31.2492008209,3746541016.2,3746541016.3,3658619941.02,0.0,internal_timestamp,2070.41992188,22597,1449631141,1.87880003452,3.12492008209,34.6066532084,1037.23331831,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1078',)",3658619952.02,2,31.2481002808,3746541016.2,3746541016.3,3658619952.02,0.0,internal_timestamp,2073.47998047,24733,1449631152,1.87580001354,3.12481002808,34.6070003518,1037.2477871,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1079',)",3658619963.02,2,31.2469005585,3746541016.2,3746541016.3,3658619963.02,0.0,internal_timestamp,2076.5,15458,1449631163,1.87269997597,3.12469005585,34.6073521927,1037.26209161,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1080',)",3658619974.02,2,31.2444000244,3746541016.2,3746541016.3,3658619974.02,0.0,internal_timestamp,2079.54003906,17503,1449631174,1.86769998074,3.12444000244,34.6081236202,1037.27706541,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1081',)",3658619985.02,2,31.2427005768,3746541016.2,3746541016.3,3658619985.02,0.0,internal_timestamp,2082.54003906,18210,1449631185,1.86349999905,3.12427005768,34.6090466425,1037.29187207,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1082',)",3658619996.02,2,31.242099762,3746541016.2,3746541016.3,3658619996.02,0.0,internal_timestamp,2085.54003906,20356,1449631196,1.86129999161,3.1242099762,34.609184406,1037.30579821,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1083',)",3658620007.03,2,31.2413005829,3746541016.2,3746541016.3,3658620007.03,0.0,internal_timestamp,2088.56005859,27970,1449631207,1.85860002041,3.12413005829,34.6096030168,1037.32010046,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1084',)",3658620018.02,2,31.242099762,3746541016.2,3746541016.3,3658620018.02,0.0,internal_timestamp,2091.58007812,24789,1449631218,1.85800004005,3.1242099762,34.6097456499,1037.33390873,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1085',)",3658620029.03,2,31.2430992126,3746541016.2,3746541016.3,3658620029.03,0.0,internal_timestamp,2094.57006836,31915,1449631229,1.85819995403,3.12430992126,34.6092943422,1037.34700887,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1086',)",3658620040.05,2,31.2441997528,3746541016.2,3746541016.3,3658620040.05,0.0,internal_timestamp,2097.59008789,51759,1449631240,1.85819995403,3.12441997528,34.6091672057,1037.3605245,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1087',)",3658620051.03,2,31.2448005676,3746541016.2,3746541016.3,3658620051.03,0.0,internal_timestamp,2100.59008789,30668,1449631251,1.85710000992,3.12448005676,34.6096110304,1037.3745426,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1088',)",3658620062.03,2,31.2441005707,3746541016.2,3746541016.3,3658620062.03,0.0,internal_timestamp,2103.62988281,32562,1449631262,1.85389995575,3.12441005707,34.6106788447,1037.38950665,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1089',)",3658620073.02,2,31.2443008423,3746541016.2,3746541016.3,3658620073.02,0.0,internal_timestamp,2106.68994141,24385,1449631273,1.85280001163,3.12443008423,34.6105998443,1037.40338349,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1090',)",3658620084.02,2,31.2444992065,3746541016.2,3746541016.3,3658620084.02,0.0,internal_timestamp,2109.75,24549,1449631284,1.85140001774,3.12444992065,34.6108398906,1037.41754979,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1091',)",3658620095.04,2,31.2451000214,3746541016.2,3746541016.3,3658620095.04,0.0,internal_timestamp,2112.73999023,35793,1449631295,1.85099995136,3.12451000214,34.6105409355,1037.4308441,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1092',)",3658620106.03,2,31.245300293,3746541016.2,3746541016.3,3658620106.03,0.0,internal_timestamp,2115.75,26519,1449631306,1.84940004349,3.1245300293,34.611022442,1037.44499944,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1093',)",3658620117.03,2,31.2457008362,3746541016.2,3746541016.3,3658620117.03,0.0,internal_timestamp,2118.7800293,30450,1449631317,1.84839999676,3.12457008362,34.611099507,1037.45884734,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1094',)",3658620128.03,2,31.2448997498,3746541016.2,3746541016.3,3658620128.03,0.0,internal_timestamp,2121.81005859,33178,1449631328,1.84539997578,3.12448997498,34.611835145,1037.47347639,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1095',)",3658620139.03,2,31.2448997498,3746541016.2,3746541016.3,3658620139.03,0.0,internal_timestamp,2124.83007812,34715,1449631339,1.84389996529,3.12448997498,34.6119587607,1037.48738056,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1096',)",3658620150.04,2,31.2462005615,3746541016.2,3746541016.3,3658620150.04,0.0,internal_timestamp,2127.86010742,37041,1449631350,1.84340000153,3.12462005615,34.6126118518,1037.50161243,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1097',)",3658620161.1,2,31.2469005585,3746541016.2,3746541016.3,3658620161.1,0.0,internal_timestamp,2130.90991211,97816,1449631361,1.84270000458,3.12469005585,34.6127286665,1037.51553798,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1098',)",3658620172.04,2,31.2465991974,3746541016.2,3746541016.3,3658620172.04,0.0,internal_timestamp,2133.91992188,38197,1449631372,1.84089994431,3.12465991974,34.612807545,1037.52939955,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1099',)",3658620183.03,2,31.2472991943,3746541016.2,3746541016.3,3658620183.03,0.0,internal_timestamp,2136.97998047,34269,1449631383,1.83990001678,3.12472991943,34.6132409115,1037.54365812,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1100',)",3658620194.04,2,31.2479000092,3746541016.2,3746541016.3,3658620194.04,0.0,internal_timestamp,2140.01000977,37306,1449631394,1.83930003643,3.12479000092,34.6131390319,1037.5573073,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1101',)",3658620205.04,2,31.2486991882,3746541016.2,3746541016.3,3658620205.04,0.0,internal_timestamp,2143.04003906,40818,1449631405,1.83860003948,3.12486991882,34.6133891225,1037.57124531,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1102',)",3658620216.04,2,31.2490997314,3746541016.2,3746541016.3,3658620216.04,0.0,internal_timestamp,2146.09008789,44516,1449631416,1.83759999275,3.12490997314,34.6134591808,1037.58517122,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1103',)",3658620227.04,2,31.2493000031,3746541016.2,3746541016.3,3658620227.04,0.0,internal_timestamp,2149.15991211,37883,1449631427,1.83599996567,3.12493000031,34.613914878,1037.59956797,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1104',)",3658620238.04,2,31.2500991821,3746541016.2,3746541016.3,3658620238.04,0.0,internal_timestamp,2152.15991211,40546,1449631438,1.83539998531,3.12500991821,34.6140736006,1037.61328339,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1105',)",3658620249.04,2,31.2509994507,3746541016.2,3746541016.3,3658620249.04,0.0,internal_timestamp,2155.18994141,43370,1449631449,1.83459997177,3.12509994507,34.6145566339,1037.62741448,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1106',)",3658620260.05,2,31.2516002655,3746541016.2,3746541016.3,3658620260.05,0.0,internal_timestamp,2158.20996094,46750,1449631460,1.8343000412,3.12516002655,34.6141405222,1037.64072725,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1107',)",3658620271.04,2,31.2511005402,3746541016.2,3746541016.3,3658620271.04,0.0,internal_timestamp,2161.23999023,38641,1449631471,1.83200001717,3.12511005402,34.61450267,1037.65496166,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1108',)",3658620282.04,2,31.2497005463,3746541016.2,3746541016.3,3658620282.04,0.0,internal_timestamp,2164.27001953,41902,1449631482,1.82790005207,3.12497005463,34.6156807742,1037.67007583,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1109',)",3658620293.04,2,31.2488994598,3746541016.2,3746541016.3,3658620293.04,0.0,internal_timestamp,2167.27001953,41763,1449631493,1.82539999485,3.12488994598,34.6159005304,1037.68408879,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1110',)",3658620304.04,2,31.2469997406,3746541016.2,3746541016.3,3658620304.04,0.0,internal_timestamp,2170.2800293,42917,1449631504,1.82099997997,3.12469997406,34.6167936982,1037.69892816,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1111',)",3658620315.06,2,31.2479991913,3746541016.2,3746541016.3,3658620315.06,0.0,internal_timestamp,2173.33007812,58355,1449631515,1.82060003281,3.12479991913,34.6169630419,1037.71284571,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1112',)",3658620326.05,2,31.2492008209,3746541016.2,3746541016.31,3658620326.05,0.0,internal_timestamp,2176.34008789,45778,1449631526,1.82050001621,3.12492008209,34.6170807038,1037.72650157,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1113',)",3658620337.05,2,31.2490005493,3746541016.2,3746541016.31,3658620337.05,0.0,internal_timestamp,2179.34008789,49050,1449631537,1.81900000572,3.12490005493,34.6169725283,1037.74012119,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1114',)",3658620348.05,2,31.2500991821,3746541016.2,3746541016.31,3658620348.05,0.0,internal_timestamp,2182.35009766,51346,1449631548,1.81819999218,3.12500991821,34.6177128303,1037.75435766,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1115',)",3658620359.05,2,31.2493991852,3746541016.2,3746541016.31,3658620359.05,0.0,internal_timestamp,2185.37011719,52576,1449631559,1.81630003452,3.12493991852,34.6174070593,1037.76796435,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1116',)",3658620370.05,2,31.2497997284,3746541016.2,3746541016.31,3658620370.05,0.0,internal_timestamp,2188.40991211,54079,1449631570,1.81439995766,3.12497997284,34.6184495226,1037.78271762,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1117',)",3658620381.06,2,31.2506008148,3746541016.2,3746541016.31,3658620381.06,0.0,internal_timestamp,2191.40991211,55624,1449631581,1.81439995766,3.12506008148,34.6179725669,1037.79584446,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1118',)",3658620392.05,2,31.2497997284,3746541016.2,3746541016.31,3658620392.05,0.0,internal_timestamp,2194.43994141,48131,1449631592,1.81149995327,3.12497997284,34.6186082047,1037.81036688,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1119',)",3658620403.05,2,31.2490005493,3746541016.2,3746541016.31,3658620403.05,0.0,internal_timestamp,2197.47998047,49114,1449631603,1.80910003185,3.12490005493,34.6187064522,1037.82444509,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1120',)",3658620414.05,2,31.2488002777,3746541016.2,3746541016.31,3658620414.05,0.0,internal_timestamp,2200.45996094,51003,1449631614,1.80680000782,3.12488002777,34.6194661839,1037.83875822,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1121',)",3658620425.05,2,31.2493991852,3746541016.2,3746541016.31,3658620425.05,0.0,internal_timestamp,2203.4699707,53018,1449631625,1.80599999428,3.12493991852,34.6195922347,1037.8525076,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1122',)",3658620436.06,2,31.2493991852,3746541016.2,3746541016.31,3658620436.06,0.0,internal_timestamp,2206.47998047,55727,1449631636,1.80439996719,3.12493991852,34.6198358845,1037.86645575,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1123',)",3658620447.06,2,31.2504005432,3746541016.2,3746541016.31,3658620447.06,0.0,internal_timestamp,2209.47998047,56986,1449631647,1.80410003662,3.12504005432,34.6199287599,1037.88006552,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1124',)",3658620458.06,2,31.2509994507,3746541016.2,3746541016.31,3658620458.06,0.0,internal_timestamp,2212.56005859,60739,1449631658,1.80340003967,3.12509994507,34.6199145526,1037.89400436,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1125',)",3658620469.08,2,31.2518005371,3746541016.2,3746541016.31,3658620469.08,0.0,internal_timestamp,2215.59008789,79199,1449631669,1.80260002613,3.12518005371,34.620281497,1037.90802976,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1126',)",3658620480.06,2,31.2520999908,3746541016.2,3746541016.31,3658620480.06,0.0,internal_timestamp,2218.62988281,64501,1449631680,1.80099999905,3.12520999908,34.6208812562,1037.92238844,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1127',)",3658620491.06,2,31.2520008087,3746541016.2,3746541016.31,3658620491.06,0.0,internal_timestamp,2221.66992188,56341,1449631691,1.79960000515,3.12520008087,34.620775406,1037.93616698,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('1128',)",3658620502.1,2,31.2530002594,3746541016.2,3746541016.31,3658620502.1,0.0,internal_timestamp,2224.69995117,96343,1449631702,1.7990000248,3.12530002594,34.6211739438,1037.95018802,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
